CODMUN_LLEGADA;ND;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
68255;0;25;0;2;3;0;15;28;6;11;20;18;17;69;19;329;63;352;105;99;135;95;89;93;148;124;161;123;91;19
68264;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;5;0;1;0;0;0;5;0;0;0;0;0;0;0
68266;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;11;0;8;0;5;0
68271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;2;6;0;0;0;0;0
68276;12;40;17;11;17;39;21;39;40;32;37;64;114;151;222;1474;873;1482;2186;1976;999;1158;1008;1278;1581;905;625;423;313;54
68296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;0;1;4;0;7;0;16;7;4;0;0
68298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2;0;0;0;0
68307;17;15;8;2;4;14;39;43;29;56;58;67;70;179;279;1019;517;996;3709;1734;804;897;1033;1221;1545;1181;432;387;236;113
68318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0
68320;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;4;1;2;0;4;4;8;13;5;8;1;0
68324;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;6;5;0;4;0
68327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;7;2;0;0;0;10;5;0;0;0;0;0
68344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;260;6;21;23;3;4;0;0;0;3;0
68368;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;5;4;0;0;0;0
68370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;0;0;0
68377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;0;22;11;7;0;27;17;37;9;0;4;5;0
68385;0;9;3;7;7;8;1;0;0;0;1;1;8;0;2;5;9;19;57;220;112;201;161;213;196;102;26;4;29;6
68397;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
68406;5;5;17;0;5;37;16;8;27;52;58;76;412;183;368;108;106;307;315;322;187;278;276;325;422;232;189;113;97;19
68418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;13;29;0;9;23;15;19;0;0;0;2;0
68425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
68432;0;1;5;7;0;0;8;3;10;0;6;1;1;21;3;19;3;17;215;75;25;38;73;75;41;20;15;9;5;1
68444;0;0;0;0;0;0;7;0;0;0;0;0;17;11;25;16;10;63;27;49;31;36;28;15;33;10;7;0;16;0
68464;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;4;5;0;5;5;6;22;13;22;24;9;11;4;0;0
68498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
68500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;5;4;4;8;21;6;6;17;10;5;17;14;5
68502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;8;3;7;12;0;0
68522;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;2;0;5;0;0;0;0
68524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;10;16;12;15;0;9;4;5;16;6;10;23;0
68533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
68547;9;5;2;28;14;9;15;31;4;48;31;33;67;91;129;586;457;659;901;917;436;359;727;834;852;540;365;277;196;81
68549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;0;0;0
68572;0;5;0;0;0;0;0;0;5;11;0;0;0;0;0;0;0;8;4;0;8;38;0;17;9;27;15;5;9;0
68573;0;9;2;0;4;2;6;0;0;3;3;6;14;17;4;13;0;64;21;6;131;116;177;387;218;116;50;16;31;0
68575;11;0;0;0;1;0;0;7;0;6;0;7;2;1;22;237;157;52;170;108;77;163;318;552;517;226;111;109;61;33
68615;0;0;15;0;2;0;0;0;6;13;3;0;54;0;20;38;33;53;113;91;86;71;126;103;94;60;44;13;11;5
68655;0;10;0;6;6;0;6;0;3;14;12;1;10;21;38;193;17;46;54;62;82;202;200;245;316;294;205;143;136;15
68669;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;14;0;0;0;0;0;2;0;4;0;11;2;0;0;0
68673;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;8;1;0;0;0;6;0;0;0;0
68679;0;0;0;0;14;0;0;1;0;0;0;0;10;0;6;7;1;13;68;28;14;71;55;51;52;57;23;35;14;12
68682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;1;0;0;0;0;9;0;0;0
68684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0
68686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
68689;6;16;12;4;30;72;26;22;83;18;51;10;13;18;7;24;35;17;71;27;66;116;156;164;251;163;46;40;4;2
68705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0
68720;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;6;0;0;1;3
68745;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;6;20;22;8;23;5;10;40;32;21;5;9;8;0
68755;0;0;13;0;0;13;0;0;1;2;11;0;1;0;0;12;66;112;71;41;40;33;29;75;43;79;48;33;24;4
68770;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;8;16;25;45;17;23;4;4;1;15;3
68773;0;0;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;16;4;7;5;1;0;14;4;0;0;4;0
68780;0;1;0;0;0;0;0;0;0;0;0;0;4;0;1;8;3;1;0;12;64;23;31;16;16;14;0;2;0;0
68820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;11;4;16;0;6;17;0;10;1;5;0;0
68855;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;4;0;9;2;6;0;0;23;0;0;1;2
68861;0;0;0;1;0;0;0;0;0;0;0;0;12;0;6;2;5;22;25;36;48;9;10;40;158;33;29;9;4;4
68867;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;1;0;0;0;0;0
68895;0;6;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;3;17;25;0;8;0;0;7;0;7;0;0
70001;23;32;5;27;48;76;84;133;126;169;103;133;325;521;1020;2910;4611;23080;26609;20203;5683;7795;6804;4446;3503;2322;1233;1192;1138;357
70110;0;0;0;0;1;5;0;6;0;10;9;2;8;14;119;14;21;39;83;899;287;283;122;73;85;189;57;36;8;27
70124;0;0;0;5;0;0;0;0;10;0;4;0;5;11;29;9;20;19;30;8;35;12;20;2;28;26;41;58;30;17
70204;0;0;0;0;0;7;15;8;10;14;38;10;53;92;75;93;92;356;213;229;308;344;374;316;209;101;141;68;76;32
70215;0;44;21;18;30;3;11;84;45;83;71;45;112;131;325;640;414;1807;2758;2198;892;1559;1383;1104;1230;1657;980;1117;1057;158
70221;0;0;0;0;0;0;5;14;0;0;4;43;59;3;11;14;5;39;19;47;27;50;17;13;41;27;19;14;11;6
70230;0;0;0;1;2;1;1;6;13;175;15;28;33;193;145;133;51;727;488;80;35;60;68;21;21;32;22;8;3;0
70233;0;0;0;0;0;0;0;0;6;2;4;0;6;7;11;15;15;5;43;16;65;18;10;10;26;33;40;20;13;4
70235;0;21;0;3;0;0;0;3;6;11;5;6;2;11;37;46;119;199;175;856;312;161;118;148;287;210;70;42;36;4
70265;0;0;0;0;3;0;0;12;0;1;0;0;21;9;10;208;110;390;1413;2167;481;350;199;86;141;57;65;34;109;0
70400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;31;3;47;4;2;3;22;0;55;1;13;13;17;0
70418;0;0;0;0;0;7;0;1;13;0;6;6;31;63;38;102;97;865;914;443;53;365;293;324;384;114;61;69;67;22
70429;0;0;0;0;0;0;0;0;12;0;0;15;6;26;56;67;94;417;358;192;91;7;22;23;29;40;34;13;2;0
70473;0;0;0;0;0;0;0;0;8;15;13;23;14;156;26;97;162;521;644;135;134;264;111;104;99;106;19;30;13;3
70508;5;0;0;0;0;4;10;19;16;92;75;31;79;24;4894;445;87;2132;2588;619;438;652;852;595;241;115;20;35;5;7
70523;0;0;1;0;0;0;0;3;5;1;5;0;11;4;43;16;5;126;20;26;20;43;65;35;13;16;8;22;10;4
70670;0;7;2;0;4;15;0;15;24;46;35;53;47;44;78;32;42;154;323;344;117;197;145;120;151;158;128;131;131;28
70678;0;12;3;15;1;9;5;52;29;24;19;10;42;40;45;40;48;211;523;1110;379;1482;363;318;323;254;122;173;335;38
70702;0;0;0;0;2;2;0;13;0;29;15;0;14;8;9;38;19;19;19;49;15;10;10;23;27;14;10;4;25;0
70708;0;3;0;27;59;15;4;49;22;95;43;66;57;22;36;70;99;319;313;115;67;141;75;96;44;75;103;178;103;2
70713;12;0;4;0;0;6;0;49;7;20;51;45;82;176;498;452;842;7040;1150;1606;1589;1578;1750;1375;1162;431;228;146;133;64
70717;0;1;15;0;18;19;0;18;26;72;45;44;83;64;74;104;80;830;291;545;367;208;143;131;114;65;86;51;69;9
70742;0;6;0;0;0;0;1;0;15;0;2;0;13;0;6;12;15;156;136;1418;44;63;33;51;72;23;11;0;16;0
70771;13;6;0;0;5;5;3;26;0;18;22;15;50;35;298;265;241;473;524;408;192;637;119;102;111;61;43;35;35;18
70820;4;0;0;0;0;0;0;9;0;0;23;55;35;39;9;4;68;352;232;61;29;84;66;68;52;18;10;5;0;0
70823;5;0;0;9;4;5;13;27;11;19;18;0;53;8;14;52;125;348;557;771;443;398;131;535;589;319;55;26;34;5
73001;590;26;13;13;15;19;56;49;33;33;56;46;82;105;256;614;695;3359;5955;7125;4565;4208;4007;5465;7619;7477;4469;3411;3068;1310
73024;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;10;0;12;43;15;8;34;17;10;0
73026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;5;18;21;38;41;24;52;37;28;14;6;4
73030;0;2;0;0;0;1;0;15;0;4;0;0;0;0;7;0;0;3;0;15;9;8;15;44;9;20;18;5;0;2
73043;0;0;0;0;1;0;0;0;0;0;0;5;0;1;0;2;8;8;12;4;40;16;62;73;106;82;38;37;68;15
73055;0;0;1;7;4;0;0;0;3;0;0;0;10;2;9;17;1;16;34;94;14;55;17;17;24;16;13;18;8;6
73067;0;0;0;0;0;5;0;0;0;0;0;10;0;19;0;2;24;117;147;1275;0;28;36;49;103;49;44;18;25;41
73124;3;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;11;19;67;47;231;250;189;258;313;214;232;143;118;47
73148;0;0;0;0;0;0;3;3;0;0;0;1;4;8;3;6;15;10;11;168;36;14;25;27;25;49;40;29;25;0
73152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;19;5;0;0;13;33;0;5;7;7;4
73168;45;0;1;0;1;3;0;0;0;0;0;26;5;25;31;466;609;776;241;238;136;128;154;452;867;662;289;255;209;89
73200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;18;10;24;27;19;28;38;13;2;4;1;0
73217;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;52;73;29;12;12;41;14;22;19;4;8;4;10
73226;0;4;0;0;0;0;0;0;0;0;0;4;3;0;10;8;11;49;39;280;34;59;60;46;97;50;29;14;10;23
73236;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;6;0;0;0;19;2078;5;21;21;7;12;4
73268;4;2;6;0;0;0;0;8;1;2;6;4;3;9;15;15;21;18;26;90;156;125;102;71;151;173;181;125;84;52
73270;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;7;4;12;22;4;14;19;26;22;16;9;6
73275;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;21;16;31;11;46;15;61;36;42;27;12;14
73283;0;0;0;0;0;0;0;6;10;8;0;3;0;28;22;12;46;37;66;129;66;123;141;121;119;113;58;35;38;12
73319;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;14;29;22;0;25;32;56;49;34;7;38;27
73347;0;0;0;0;6;0;0;0;0;0;0;0;5;0;0;3;0;5;0;0;13;5;9;26;23;4;3;14;2;0
73349;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;10;0;12;25;16;32;23;11;17;2;29;0;3
73352;0;0;0;0;0;0;0;0;0;0;0;5;12;14;5;0;15;8;0;14;44;66;27;81;56;44;39;31;16;36
73408;0;0;0;0;0;0;0;4;0;2;0;2;3;0;0;7;7;30;112;91;73;31;64;201;166;223;55;24;30;11
73411;0;30;20;3;5;6;12;24;35;8;27;32;40;51;53;98;78;120;1288;643;1597;535;522;612;939;1088;970;547;315;71
73443;0;4;0;1;3;0;0;0;0;14;4;0;23;3;0;26;9;34;74;38;76;33;79;70;188;118;95;43;26;5
73449;11;0;0;0;0;0;0;0;0;2;0;1;0;7;18;21;6;26;43;212;113;77;122;134;134;85;95;98;64;54
73461;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;6;0;0;8;19;4;0;14;39;76;38;15;0;0
73483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;877;22;112;75;33;104;84;78;48;25;35;13
73504;0;0;0;0;0;0;0;0;0;0;2;0;0;9;5;0;6;40;31;34;92;132;71;77;60;34;74;44;17;11
73520;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;7;7;21;34;10;13;23;33;83;38;42;5;36;9
73547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;8;17;0;11;1;24;13;4;6;0
73555;0;7;0;0;0;0;0;0;0;0;5;0;0;5;0;21;3;355;202;74;319;750;316;263;286;115;49;30;59;45
73563;0;0;0;0;0;0;0;0;0;0;4;0;7;0;2;9;2;10;589;113;21;50;56;80;66;47;17;31;28;4
73585;2;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;40;211;95;79;74;64;49;39;19;23;14;0
73616;0;0;0;0;0;0;0;0;0;0;1;29;2;515;91;40;160;2302;295;175;60;110;26;26;39;47;33;9;6;1
73622;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;8;2;4;5;28;6;0;15;10;6;9;0;14
73624;0;0;0;0;0;0;0;3;1;0;0;2;2;0;7;0;5;5;42;25;117;71;82;239;320;299;146;122;82;49
73671;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;17;5;10;8;4;17;0;18;34;33;44;6;5;1;7
73675;0;6;0;0;0;0;0;0;0;7;0;0;0;0;0;0;7;142;34;15;40;12;21;62;56;67;65;48;6;4
73678;0;0;0;0;0;0;5;0;0;3;0;2;0;0;0;0;0;7;4;13;13;10;34;33;63;26;11;19;34;18
73686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;15;4;6;39;38;20;32;19;10;9;3
73770;0;0;0;0;0;0;0;0;0;5;0;0;0;8;0;0;0;0;13;3;9;0;0;11;9;7;0;5;4;6
73854;0;1;0;0;0;0;0;0;0;2;1;0;4;8;0;0;0;0;73;126;26;38;31;13;45;24;13;19;13;5
73861;0;0;0;0;0;0;3;0;0;7;0;0;9;6;3;7;0;5;15;29;16;62;25;41;98;62;54;26;19;33
73870;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5;6;13;11;5;10;7;9;30;26;61;33;8;16;21;8
73873;0;7;0;0;8;0;0;0;4;0;0;0;3;0;5;3;8;4;26;19;11;17;31;14;21;33;17;16;7;8
76001;8;12;18;29;11;21;91;61;49;73;70;69;105;115;184;200;881;5584;10875;11401;6810;5803;7182;7104;11837;11233;6513;6044;6860;2479
76020;4;0;0;0;0;2;0;6;0;0;0;5;2;35;7;10;9;59;19;22;4;79;44;44;80;68;27;27;46;1
76036;0;0;0;0;0;0;1;0;3;5;0;0;0;6;0;0;3;24;30;11;22;26;25;7;12;10;6;3;20;0
76041;10;0;0;0;0;0;4;0;0;0;0;0;3;0;0;9;0;3;44;43;29;48;72;76;90;47;25;21;30;5
76054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;9;14;54;45;79;64;169;74;34;10;28;1
76100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;1;4;21;35;4;42;29;36;13;10;3
76109;887;17;0;0;0;3;0;11;5;9;9;10;5;17;21;72;97;3240;13516;5412;20361;866;2549;12087;11390;10775;2964;3685;4581;1326
76111;0;4;0;0;0;0;0;11;10;4;7;0;5;0;29;20;648;908;1094;341;153;203;225;337;658;422;278;141;119;46
76113;0;11;0;2;0;0;13;7;0;0;12;11;8;4;4;14;555;544;417;251;196;202;199;152;183;157;109;57;67;9
76122;0;0;0;0;0;0;4;8;0;0;0;0;0;19;2;5;11;197;165;77;37;84;47;156;184;161;81;86;53;11
76126;0;0;0;0;0;0;0;0;7;2;0;7;0;0;0;4;5;15;199;8;18;128;64;136;84;121;101;57;64;28
76130;0;4;0;0;0;0;10;0;0;5;3;0;6;0;6;9;24;60;80;120;135;112;213;326;328;416;345;252;197;119
76147;0;1;15;0;0;17;2;4;5;12;4;13;8;12;14;34;41;93;98;538;368;415;313;237;256;249;135;193;174;65
76233;2;1;0;0;0;0;0;10;0;0;2;0;3;0;9;0;6;110;899;711;624;152;118;256;653;507;313;224;109;60
76243;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;7;0;5;1;2;14;62;17;38;11;13;0;11;1;0
76246;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;4;27;0;29;19;104;12;37;49;20;15;4;0
76248;0;0;0;0;0;0;0;9;0;0;7;0;2;2;8;0;0;0;25;50;125;24;79;86;136;141;181;153;130;89
76250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;11;9;254;7;14;3;12;7;17;9
76275;0;4;5;0;0;4;0;0;1;3;0;0;0;1;0;1;3;38;925;628;39;83;177;152;336;307;287;184;71;31
76306;0;0;0;0;0;0;4;9;0;0;4;3;0;3;0;13;26;27;44;47;60;40;41;42;68;85;58;49;43;18
76318;0;12;0;0;0;0;0;0;0;0;0;0;1;5;8;40;9;23;20;86;69;65;147;63;98;68;43;67;103;21
76364;6;0;0;1;0;14;4;3;40;0;0;6;17;29;4;42;33;1343;1213;1472;373;266;381;523;649;553;611;338;347;113
76377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;32;29;24;27;40;22;29;9;5;9;9
76400;0;0;0;0;0;0;0;0;0;5;0;0;5;0;3;12;6;23;33;49;108;34;50;74;99;137;45;53;118;17
76403;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;20;7;28;42;25;10;38;50;39;16;23;54;20;4
76497;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;58;79;30;52;72;18;36;57;12;14;19;0
76520;1;5;6;0;8;0;8;11;0;0;2;0;6;3;14;35;49;125;1607;597;309;336;307;468;995;772;627;384;386;119
76563;8;0;0;1;0;0;0;0;0;0;0;10;0;0;0;2;16;25;258;179;395;150;163;148;351;327;293;208;664;49
76606;0;0;0;0;0;0;0;0;0;0;5;0;0;0;8;7;0;0;245;36;8;28;136;120;62;66;31;18;27;28
76616;0;3;1;2;6;1;11;17;1;1;24;1;16;0;11;26;36;40;156;45;57;123;95;189;172;183;114;151;167;38
76622;0;0;1;0;0;0;0;9;5;0;0;0;0;1;4;0;2;22;22;52;7;120;101;98;98;129;90;107;167;12
76670;2;0;0;0;7;0;0;0;0;3;25;3;6;1;5;9;216;1260;437;130;111;106;52;93;140;90;112;45;47;8
76736;0;0;0;0;0;0;0;7;3;0;4;6;0;4;1;10;462;641;227;299;107;91;54;109;104;77;53;56;69;12
76823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;20;36;82;34;55;34;49;64;18;32;14;3
76828;0;4;0;0;0;0;5;14;3;0;1;4;5;0;5;6;15;6;22;20;30;64;68;61;84;126;107;78;89;38
76834;5;13;29;0;20;1;15;31;93;25;37;59;35;79;65;67;1281;5637;1849;770;590;1191;1666;1793;1868;1340;1086;698;648;252
76845;0;0;0;0;0;0;0;1;1;5;0;3;0;0;0;0;4;3;5;16;3;31;15;0;26;5;4;0;15;18
76863;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;8;20;9;18;9;5;7;15;7;0;6;11;11
76869;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;7;0;0;0;22;9;1;13;19;31;6;7;4;7;6
76890;0;0;0;0;0;1;0;0;1;0;0;0;15;0;0;7;0;11;27;17;11;7;4;7;38;38;24;10;25;9
76892;0;0;1;2;0;2;0;4;1;5;0;0;6;3;9;17;49;148;567;598;221;203;276;331;480;327;316;229;258;149
76895;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;40;40;109;21;66;76;117;138;108;104;146;75;41
81001;0;55;11;20;24;9;23;28;45;22;44;54;15;40;81;76;656;449;674;2417;1057;2155;1842;1714;2181;2075;1509;999;792;338
81065;4;0;0;1;12;4;5;6;4;19;10;11;22;4;11;17;20;42;129;71;275;437;350;639;887;1006;506;393;259;138
81220;0;0;0;0;0;0;0;10;8;0;0;0;2;3;12;2;18;12;10;62;40;194;46;18;78;44;37;17;28;5
81300;1;3;0;0;0;0;0;0;0;6;19;6;5;0;0;0;14;19;29;39;218;199;150;900;652;733;305;260;182;44
81591;0;0;0;1;7;9;0;0;0;18;0;6;16;0;0;175;29;74;4;102;365;274;125;70;36;28;164;34;11;5
81736;0;0;0;0;5;7;3;18;1;12;3;0;7;4;3;18;14;30;53;57;474;802;443;1913;1938;2963;669;449;225;97
81794;2;17;4;2;2;1;7;7;1;16;17;23;12;24;105;292;459;196;213;1958;761;624;1225;1810;3516;1727;1207;1071;410;118
85001;4;0;0;4;10;30;0;9;22;12;70;52;38;30;90;86;299;831;2351;1438;1488;1238;1293;1124;947;775;801;620;417;221
85010;0;0;0;0;0;0;0;0;8;7;0;3;15;0;16;3;18;75;91;105;78;88;82;144;196;134;182;93;98;42
85015;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8;88;506;922;33;7;5;10;0;7;6;3;9
85125;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2;0;8;48;40;75;95;55;343;59;49;27;52;23;13;16
85136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;5;8;1;0;0;0
85139;0;0;0;0;0;7;0;0;2;4;19;7;0;7;18;21;0;76;22;12;201;1488;61;67;49;25;40;45;40;17
85162;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;13;105;214;73;453;49;53;65;55;69;54;63;4
85225;0;0;0;0;0;4;0;7;1;0;0;0;0;0;7;2;0;24;24;32;11;29;31;9;28;8;19;25;3;5
85230;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;6;18;46;28;34;78;80;41;57;26;37;13;32;3
85250;0;0;0;5;0;5;0;1;0;8;12;6;4;25;0;0;27;110;81;152;113;146;281;187;225;167;136;99;94;57
85263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;1;66;50;30;7;26;39;16;6;14;7;4;21;13
85279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;199;106;5;0;0;0;6;12;5;0;0
85300;0;0;0;0;0;0;0;0;0;1;4;0;1;0;1;0;0;5;0;22;9;19;16;14;13;46;4;7;11;3
85315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;55;61;47;73;74;34;112;39;32;17;37;15;12;5
85325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;4;14;7;12;37;23;9;6;1;6;10;0
85400;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;17;0;0;4;22;13;8;21;5;2;20;6;3;12
85410;0;0;0;0;0;0;1;0;0;1;0;0;0;0;13;11;3;37;64;260;34;470;45;54;118;47;48;66;23;0
85430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;1;16;38;3;53;59;49;19;22;5;12;13;1
85440;0;9;0;0;0;0;0;0;0;0;0;0;15;0;4;5;6;33;44;88;71;475;132;190;248;240;99;55;44;22
86001;7;0;1;0;0;6;3;0;6;0;14;4;13;11;15;64;31;2339;3499;5786;2391;1784;1969;2148;2387;2263;1117;989;937;641
86219;0;0;0;0;0;0;0;0;0;0;0;6;0;7;0;0;12;76;147;89;68;68;130;118;86;153;50;26;36;2
86320;0;0;0;2;0;0;0;0;2;0;0;0;0;0;22;4;31;458;561;1052;493;217;964;504;686;830;547;362;354;128
86568;1;0;8;0;0;7;0;4;3;0;0;0;9;1;13;21;21;918;1283;3552;2925;3107;2593;1987;2506;2948;1704;1273;1341;713
86569;0;0;0;0;0;0;0;2;4;0;0;5;0;8;28;20;4;43;141;558;175;238;313;233;262;456;225;162;240;88
86571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12;6;111;509;214;235;202;422;451;198;110;113;77
86573;0;0;0;0;0;0;0;0;0;5;2;0;6;5;7;13;16;217;563;698;296;380;534;598;376;347;315;262;293;205
86749;0;0;0;0;2;3;0;7;7;0;8;3;2;4;0;7;69;223;518;523;228;158;359;427;598;415;139;68;98;65
86755;0;0;2;0;0;0;0;0;0;0;4;0;18;4;0;18;9;86;193;92;58;48;18;103;62;21;36;35;24;18
86757;0;0;0;0;0;0;0;5;0;0;4;0;0;0;4;0;24;967;219;236;114;129;130;89;236;229;129;212;240;267
86760;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;1;0;500;36;107;44;43;38;80;103;17;35;32;11;16
86865;0;2;9;7;0;0;8;0;0;4;5;3;2;17;8;16;131;394;404;815;2019;294;525;1531;512;355;266;200;242;429
86885;0;0;0;0;0;1;0;0;7;0;0;0;0;0;4;0;27;166;673;883;978;633;613;581;331;488;315;294;276;153
88001;0;0;0;0;0;0;1;0;0;3;0;0;0;2;4;0;7;2;8;15;0;14;19;3;8;4;1;9;3;0
88564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;4;0;0;0
91001;0;4;0;6;3;0;0;0;5;0;0;0;3;0;8;1;1;12;80;63;163;182;123;175;67;126;95;125;66;14
91263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0
91407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0;0;0;0;0;0
91460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0;6;0
